score,start,end,transcript
0.6264,410.49,425.08,"If you do pause and you take a moment trying to think about this puzzle, and you explore alternate strategies to the parallel strips, what you might find is that it's very hard to find anything that gets even close to two, much less lower than it."
0.649,425.08,431.8,"So you might suspect the parallel strips are the best that you can do, that two is the minimum possible value for the sum."
0.4142,431.8,434.51,But how would you prove something like that?
0.4651,434.51,442.82,"When you're in this vast space of all possible coverings, how could you prove that there's not some extra clever strategy that you're just missing?"
0.6839,442.82,452.69,"This main constraint that the strips have to cover the circle means that the area of all of those strips, if you add them together, has to be at least the area of the circle, which is pie."
0.8304,452.69,462.3,"So that's something to work with, but it's a little bit awkward, because you can't directly relate the area of the strip to its width without knowing where on the circle it sits."
0.7098,462.3,467.59,A strip with it given width would have a bigger area near the center than if it was close to the edge.
0.718,467.59,477.72,"What would be really helpful is if the area of that strip was simply proportional to its width, because in that case you could directly relate the sum of all of the areas to the sum of all of the widths."
0.9508,477.72,487.44,"And while this is not true in two dimensions, the magic is that it becomes true if you project everything up onto a hemisphere sitting above the circle."
0.746,487.44,502.85,"This is not at all obvious, but if you look at the width of this strip on this three-dimensional hemisphere, which we'll call d, the area of that strip up in three dimensions like this happens to be pi times d."
0.4402,502.85,502.85,"Importantly, it doesn't matter where the strip is."
0.6576,502.85,505.37,It could be going over the center or closer to the edge.
0.4066,505.37,508.27,The area only depends on the width.
0.7766,508.27,519.49,"This might feel like a fact drawn completely from out of the blue, but regular channel viewers will have at least some chance to recognize this, because it's related to a really nice proof for the surface area of a sphere."
0.5706,519.49,538.69,"This was a proof due to Archimedes we covered it in a different video, and the big idea there is to consider a cylinder with the same radius as that sphere, sort of hugging tightly around the sphere, and then to analyze how if you look at a little patch of area on the sphere and you project it outward onto the cylinder, The area actually won't change."
0.5105,538.69,551.71,"The high level idea is that along lines of latitude, that little patch of area gets stretched out, but along lines of longitude, it actually gets squished down because of the angle that it sits at, and those two effects happen to cancel out precisely."
0.8786,551.71,558.8,"And then once you know that projecting out onto the cylinder preserves areas, analyzing those areas becomes a lot simpler."
0.8063,558.8,567.73,"So looking back at our little strip, let me go ahead and draw the rest of the sphere, sort of doubling the area of that strip, and then reorienting it to match the animations I was just showing."
0.8542,567.73,576.0,"If you know that projecting this out onto the cylinder preserves the area, then it becomes very clear that it doesn't matter where on the sphere that strip is."
0.4145,576.0,586.51,"Whether it's close to the pole or close to the equator, the area of that projection onto the cylinder is the circumference times the thickness, 2 pi r times the width."
0.9491,586.51,598.67,"So wrapping it all up, the way this is relevant to the original puzzle, is you say, consider any covering of the circle with a bunch of strips, which you can project upwards to be a covering of the hemisphere with all of these projected strips."
0.9095,598.67,604.66,"The sum of all of those areas looks like adding up pi times d for each one, and you can factor out that pi."
0.7755,604.66,611.46,"But you also know that the sum of those areas has to be at least the area of the hemisphere, which will be two times pi."
0.5146,611.46,614.67,"Therefore, the sum of the widths can never be below two."
0.6635,614.67,623.82,"And once again, we've taken this problem, which is very tricky to analyze directly, but leveraged intuition's clean from living lives as three dimensional creatures."
0.4521,623.82,627.54,This next example has a little bit of a story behind it.
0.4972,627.54,630.85,So I was at the International Math Olympiad earlier this year.
0.1764,630.85,634.2,I was giving some lectures to the students participating in the contest.
0.7587,634.2,642.82,"And one of those lectures was essentially the video I'm giving you now, kind of going through these examples of puzzles where you're in one dimension, but you have to step up."
0.3907,642.82,646.61,"And in the middle, I asked the students in the audience for more examples like this."
0.4276,646.61,651.66,And I was reasonably confident that at least one in them would mention the example I'm about to show you.
0.3643,651.66,657.17,"Because there's a really nice number file video about this one, it's by Tadashi Tokeda, who is always great."
0.4308,657.17,662.56,"But as you'll see, there was actually a little bit of a wrinkle that I wasn't anticipating here."
0.4792,662.56,672.4,"The setup for this problem is that we have three different circles, just in two-dimensional space, and what we're going to do is draw the external tangents to each pair of them."
0.7749,672.4,678.45,"So for example, here on the green and the red circle, we've got these external tangents, and the thing we care about is where they intersect."
0.6516,678.45,686.63,"Similarly, I'll take the intersections of the external tangents for that blue and the red one, and then external tangents on the green and the blue one."
0.9623,686.63,699.13,"And if I take a moment to just play around with the positions of these circles and invite you to notice those three different points of intersection, anything special about it, you might be able to guess what the relevant theorem or the puzzle here is."
0.7678,699.13,705.23,"Basically, no matter where I position them, all three of those points seem to fit on a given line."
0.6077,705.23,713.75,"The notion of external tangents doesn't really make sense when one circle is inside the other, so let's assume that that doesn't happen, though we can revisit that a little later."
0.8646,713.75,717.82,And another assumption you might want to make is that no two circles have the same size.
0.7376,717.82,722.06,"Because if two of them did have the same size, those external tangents are parallel."
0.4671,722.06,723.02,They don't intersect.
0.6106,723.02,733.16,"You could make this sensible with the notion of projective geometry, which takes seriously the idea of points at infinity, But for our purposes, think of three circles that don't intersect and don't have the same size."
0.6492,733.16,740.85,"The claim, the theorem, the thing you need to prove is that those three intersection points of the external tangents always fall on the same line."
0.5467,740.85,746.38,"At this point, you know the theme, we're going to take a step up into the third dimension."
0.7196,746.38,750.85,"Namely, imagine that each one of these circles is the equator of some sphere."
0.8682,750.85,759.88,"Now, around any given pair of those spheres, like this green one and the blue one, for example, there are a whole bunch of different external tangents that all intersect at the same point."
0.7487,759.88,764.73,You essentially just rotate the two that we had about the axis between these two.
0.89,764.73,776.09,"And then similarly for each other pair of spheres, like that blue one and the red one, there's this cone of external tangents all intersecting at that point, and between the red and the green one, another cone of external tangents."
0.2563,776.09,778.71,You might ask why on earth would this be helpful?
0.716,778.71,784.91,And the key is to think about a plane that's kind of resting on top of all three of those balls.
0.7361,784.91,788.83,I claim that this plane goes through the three different points that we care about.
0.8244,788.83,802.36,"And the reason basically is if you draw this line between the tangency point of the plane on the green sphere, let's say, and the tangency point on the blue sphere, that's one of those external tangents that goes through this little intersection here."
0.889,802.36,811.38,"And then similarly, if you draw the line on the tangency point of the sphere for the red and the green, it's one of those external tangents that goes to the other one, and likewise over here."
0.6418,811.38,817.83,"We have another line on that plane that passes through the point, so in particular, the plane itself has to go through all three of these points."
0.9313,817.83,824.78,"But those three points also live on a different shared plane, namely the plane of the original problem where the three circles lived."
0.7786,824.78,834.03,"So they have to live somewhere on the intersection between these two planes, and any two planes in 3D space that aren't parallel to each other intersect along a line."
0.5355,834.03,838.32,"Therefore, the three points that we care about have to always sit on a line."
0.322,838.32,841.16,This is more or less the content of that number file video.
0.2776,841.16,848.83,And leave it to one of those clever IMO students to point out how it's actually not quite a valid argument in the sense that it's not fully general.
0.7086,848.83,862.05,"One of the students raised her hand and pointed out that if you have a setup where one of the spheres is smaller than the other two and you place it kind of somewhere in the middle here, then if you try to play this game, there is no way for that plane to rest on top of all three of them."
0.7706,862.05,865.55,You might imagine kind of rotating it around those two big ones.
0.9168,865.55,872.93,"So in other words, the argument does work for certain positions of those three circles, but it doesn't work for all of them."
0.7253,872.93,885.18,"And then after that talk, the deputy leader for the Slovakian team mentioned to me that there is actually a way that you can save this proof and preserve the overall lesson of taking a step into the third dimension."
0.9074,885.18,889.77,"The key is that instead of using spheres, we should really be using cones."
0.9068,889.77,894.46,"So now we have these three different cones, each of which has a base at one of the circles."
0.9321,894.46,900.79,"And the only thing that we need is that the angles at the top of each one of them are the same, so that they're three different similar shapes."
0.7227,900.79,906.1,Now consider the line passing through the tip of two different ones of those cones.
0.6082,906.1,912.91,I claim that that line also passes through the intersection point between the external tangents of the circles that we care about.
0.9283,912.91,918.12,And the reason is that this point is what's called the center of similarity for those two shapes.
0.7956,918.12,926.71,"What I mean by that is that if you scale the big version of this shape about that point, then at some point along the way, it coincides with the smaller version of that shape."
0.8932,926.71,932.04,"From this perspective, you can see how the line through the tips of those cones has to pass through that center of similarity."
0.8382,932.04,936.69,"And if we look from above, you can see how the external tangents also pass through that center."
0.8048,936.69,949.54,Essentially the diagram that consists of this little circle with those external tangents intersecting at that point is a scaled down version of the diagram consisting of this big circle and those external tangents intersecting at that point.
0.8212,949.54,959.01,"And then, similarly, if you look at the lines passing through the tips of any other pair of cones, those lines will correspond to another one of those intersection points."
0.8406,959.01,964.22,"Now, we can talk about the plane that passes through the tips of all of these three cones."
0.7198,964.22,972.07,"And there's no more worry about generality, because any three points in space, no matter where they are, have some plane that passes through them."
0.5953,972.07,976.91,"For example, if we move that smaller circle into the problem position from earlier, there's no issue."
0.671,976.91,979.7,The three different tips of the cones uniquely determine a plane.
0.8277,979.7,985.36,"That plane intersects with the xy plane, at least assuming the three cones don't all have the same size."
0.731,985.36,989.73,And the line of intersection is exactly the line that we're trying to prove exists.
0.3139,989.73,993.97,"If any of you know the origin for this fixed version of the argument, let me know."
0.0,993.97,1000.1,"That leader of the Slovakian team mentioned that he had heard it from someone else, but couldn't quite remember from where."
0.8506,1000.1,1007.85,There's another benefit you get by shifting the focus to the center of similarity rather than describing these points as the intersection of external tangents.
0.6641,1007.85,1011.86,"In this framing, it's perfectly sensible for one circle to sit inside the other."
0.7999,1011.86,1020.49,"Even if you can't draw external tangents, there's still some point such that if you scale one circle about that point, it will coincide with the other."
0.4448,1020.49,1022.75,This actually made it way easier to program.
0.8723,1022.75,1027.21,"Notice how wherever I put these circles, we always get these three points that fall on a line."
0.7947,1027.21,1029.2,"In fact, these don't even need to be circles."
0.8939,1029.2,1033.57,"They could be any three similar shapes, as long as they're all in the same orientation."
0.7156,1033.57,1038.5,And you can say those three centers of similarity always must fall on a line.
0.833,1038.5,1042.31,And you can use essentially that same argument using cones to show this.
0.8159,1042.31,1045.68,"Except instead of cones, you would have some kind of pyramid shape."
0.7572,1045.68,1059.99,"At this point, having logged three wonderful examples of two dimensional puzzles that somehow leverage a three-dimensional insight, a natural question you might ask is whether there's a three-dimensional puzzle that somehow involves stepping up into four dimensions to answer it."
0.805,1059.99,1064.47,The last two puzzles I want to bring up offer attempts at an answer to that.
0.6059,1064.47,1072.04,"For this next one, imagine that you have four different points in three-dimensional space, and they form the vertices of a tetrahedron."
0.717,1072.04,1075.53,"Basically, the shapes such that those four different points are its corners."
0.9822,1075.53,1080.39,"In principle, if you know the coordinates of those points, you know everything you need to about this shape."
0.6528,1080.39,1089.92,But the challenge I present to you is to write an explicit formula for the volume of this tetrahedron in terms of the coordinates of those four different points.
0.553,1089.92,1093.13,"And this time, I'm actually not going to show you the full answer to this puzzle."
0.7329,1093.13,1111.12,"I will give you a major spoiler, which is that one elegant way to view it involves thinking about the determinant of a certain 4x4 matrix, and I'll also suggest that it would be very helpful to try thinking about the analogous puzzle one dimension lower, where you're finding the area of a triangle given the coordinates of its corners."
0.6643,1111.12,1124.47,The main reason I don't want to give the full answer right away is that solving this puzzle and its analogs in various different dimensions actually offers a really nice explanation for why the formula for the determinant is what it is.
0.5543,1124.47,1131.74,"And as such, I think that distilling that into its own little video should make a really nice addition to the linear algebra series."
0.5826,1131.74,1142.11,"So skipping now to the very last example, rather than beginning with a puzzle and seeking an insight, what we're going to do is start with the insight and see if we can try to construct the puzzle around it."
0.7874,1142.11,1150.94,"Looking back at the first puzzle that we did, you might have the idea that it would be fun to try finding an equivalent of this but one dimension higher."
0.7603,1150.94,1161.73,"What is the three-dimensional tiling pattern where a four-dimensional creature could stare at it, squint their eyes, and somehow see it as a stack of four-dimensional hypercubes?"
0.6916,1161.73,1176.78,"And instead of asking about rotating these hexagons whenever we find them, what is the equivalent move that we could understand as 3D creatures, but which the 4D creature could somehow think about as adding or removing hypercubes from that stack?"
0.9271,1176.78,1191.44,"This is certainly a very mind-bending exercise, and the puzzle that will ultimately construct is maybe a little contrived, but I found it super fun to think through, and it definitely gave me a new intuition for a certain 3D shape that I had not had before."
0.7887,1191.44,1202.82,"To start off, it helps to put some numbers to the way that we're thinking about a cube, where one natural choice is to put it in 3D space such that one vertex sits at the origin, coordinates 0, 0, 0."
0.8731,1202.82,1207.52,And then all of the other vertices are kind of every combination of zeros and ones that you can come up with.
0.5289,1207.52,1217.86,"And notice how I'm drawing an edge between two different vertices whenever they only differ in one coordinate, for example, differing only in the x direction or only in the y direction."
1.0,1217.86,1221.54,"For a four-dimensional cube, you could do the same thing in principle."
0.7581,1221.54,1230.37,"Your coordinates are lists of four numbers, and all of the vertices of the cube are going to be every possible combination that involves zeros and ones."
0.9168,1230.37,1234.2,What I'm showing right now is just the three-dimensional base of that hypercube.
0.8561,1234.2,1238.77,"It's analogous to the base square on our cube, where the Z coordinate is all zero."
0.7515,1238.77,1241.81,Notice how here that last coordinate is zero for all of them.
0.8621,1241.81,1263.68,"Even if we struggle to visualize it, in principle, the rest of the hypercube comes from increasing that last coordinate by one unit, stepping in some direction that we can't quite imagine, which gives us this other 3D cube, which is the analog of the top face that we might have looked at earlier, And again, the rule with the edges is to connect any pair of vertices that differ only in one of those coordinates."
0.7647,1263.68,1275.39,"The tiling puzzle we did involved looking at these cubes from a very specific direction, where we were kind of staring down this diagonal direction, and the way it projects onto our eye looks like a hexagon."
0.8877,1275.39,1290.67,"One way to think about this that lends itself to actually coating it up for a higher dimension is to consider the vector with coordinates 111, kind of sitting in that diagonal direction, and projecting everything onto the plane perpendicular to that vector."
0.7745,1290.67,1297.8,You can write an explicit formula for this that basically takes any point and kind of subtracts off its component along that direction.
0.9536,1297.8,1307.07,"More generally, if you had a whole stack of cubes and you project them all down on this direction, it creates for you this hexagonal grid."
0.8312,1307.07,1325.87,"With the 40 cube, even though again we struggle to really think about what it looks like, we can at least have the computer play the same game, where I'll consider the 4-dimensional vector, 1111, and project everything onto the space perpendicular to that vector, which will be a 3-dimensional subspace of 4 dimensions."
0.8163,1325.87,1330.64,"When I do that for this wire frame of the four-dimensional cube, here's what it looks like."
0.5945,1330.64,1332.86,It's this very beautiful and symmetric shape.
0.5619,1332.86,1335.44,"And if instead of the wire frame, I make it solid."
0.2117,1335.44,1336.62,This has a special name.
0.8012,1336.62,1338.61,It's called a rhombic dodecahedron.
0.8922,1338.61,1351.59,"And there's a really nice video with Matt Parker and Adam Savage featuring a rhombic dodecahedron, where they construct this beautiful light box that features the fact that you can tessellate three-dimensional space using this shape."
0.5102,1351.59,1354.1,"That's really not obvious, at least to me, when I just look at it."
0.9706,1354.1,1364.11,"But if you know that this is a natural projection of a hypercube, that actually tells you that it must testulate 3D space, because you could project down a stack of those hypercubes."
0.8368,1364.11,1368.37,"In our puzzle, we weren't just looking at the wire frames for these cubes."
0.3039,1368.37,1370.28,They had actual square faces.
0.5685,1370.28,1374.54,"And when we stare down one of these corners, we only really see three of those faces."
0.7407,1374.54,1377.4,"When there is a cube, it's the three faces pointed out."
0.7634,1377.4,1384.15,"And when there was no cube in that position, we had the kind of indent, which is like the three faces of the cube on the inside."
0.9451,1384.15,1389.7,Projecting those three faces down is what gives us those three rhombuses that form a hexagon.
0.547,1389.7,1395.12,"To think through the analog of this one to mention up, again, it helps to put some numbers to things."
0.5669,1395.12,1402.38,"Let me draw these three different basis vectors that span the cube, the unit vectors in the x direction, the y direction, and the z direction."
0.4558,1402.38,1408.44,Notice how each one of these interfaces corresponds to a pair of those basis vectors.
0.7694,1408.44,1419.76,"The analogous game that we can play one dimension up is to take the four different basis vectors up there and project them down to 3D, again along this diagonal direction."
0.9224,1419.76,1426.19,This is analogous to projecting those three basis factors into the hexagon so that they all sit 120 degrees apart.
0.8471,1426.19,1434.92,"And now, instead of talking about the square faces of the cube getting projected as rhombuses, we think about the cubicle cells of that hypercube."
0.5073,1434.92,1440.16,Each one in this case corresponds to a way that you could choose three out of those four basis factors.
0.7558,1440.16,1448.55,"Each of them is this kind of squished cube shape, and the four of them together fit very nicely to create this rhombic dodecahedron."
0.7037,1448.55,1458.29,"Now, in our original puzzle, the game was whenever you see this hexagon built out of the three rhombuses, you rotate it 60 degrees."
0.1371,1458.29,1461.2,But we're gonna have to change how we think about that move.
0.8547,1461.2,1469.03,"Notice how when I go from the inner faces of the cube to the outer faces, I can slide each one of them in a direction perpendicular to that face."
0.8968,1469.03,1475.41,"Down on the projection, what that looks like is sliding each one of these rhombuses through the origin."
0.8797,1475.41,1480.49,We can play the same game with the projections of those cubes in 4 dimensions.
0.9734,1480.49,1489.1,"Where if you take each one of these 4 and you let it slide through the origin, it gives you a distinct way to tile that rhombic Dotecahedron."
0.7435,1489.1,1496.39,"So with all of that is set up, here is the absurd puzzle that you could present to someone."
0.1688,1496.39,1499.68,"Next time you find yourself at, you know, like a nerdy cocktail party."
0.793,1499.68,1502.52,"First, you describe this squished cube shape here."
0.7486,1502.52,1510.11,"It's made of six rompuses whose big angle is 109.5. You say, imagine this has a side length of one."
0.9766,1510.11,1519.76,"And you're going to use many copies of this shape to tile a big rhombic dodecahedron, which has some kind of integer side length."
0.5043,1519.76,1529.13,"The game is that every time inside this big tiling, you find a small one by one by one, Rhombic Dodecahedron, you make this move, where each piece can kind of slide through the middle."
0.6387,1529.13,1536.27,"And then for the puzzle, you ask, what is the maximum number of moves that it might take to get from one tiling to another?"
0.6688,1536.27,1548.22,"This is absurdly confusing to think about, but if you somehow know that this is all a projection of a stack of hypercubes, it can lead you to conclude the answer has to be the size of that big rhombic nodecahedron."
0.4077,1548.22,1550.74,Let's call it n to the power 4.
0.5058,1550.74,1555.97,"Zooming out a bit, all of these puzzles are really just for fun."
0.2184,1555.97,1560.63,"Aside from sharing them with nerdy friends at parties, there's not really a lot of direct utility."
0.7651,1560.63,1575.35,"But they illustrate a much broader phenomenon in math, where constructs in some higher dimension can be bizarrely relevant to solving problems more easily, either in a lower number of dimensions or even solving problems that don't seem geometric at first."
0.4891,1575.35,1580.08,"For example, there is an extension of the complex numbers that naturally live up in four dimensions."
0.7757,1580.08,1585.7,"They're called the Quaternions, and they offer a really elegant way to encode and to work with three dimensions."
0.5954,1585.7,1588.87,You don't have to understand four dimensions to work with them.
0.3786,1588.87,1594.0,"In the description, I'll give you some links to some really nice videos to show practically working with Quaternions."
0.6368,1594.0,1605.46,"But they are doing something very special up in four dimensions, rotating a hypersphere in a way that's not just a rigid motion, but a kind of extra rigidity, unlike anything we know in two or three dimensions."
0.5349,1605.46,1614.4,"If you're curious, I made a whole video and then a sequence of interactive videos a while back, trying to understand what exactly that 4D motion is."
0.554,1614.4,1630.12,"Another example, if you step up into 24 dimensions, is how there is this unusually elegant way to pack spheres together, and that weird high-dimensional sphere packing is very closely tied to a type of error correction code that was actually used on the Voyager spacecrafts."
0.6717,1630.12,1640.98,"And if you scale up your dimensions even further, something funny starts to happen with the statistics of random vectors, where a pair of random vectors will have a very high chance of being nearly perpendicular."
0.2955,1640.98,1648.71,"In the series on neural networks, I mentioned how this fact could be relevant to explaining why large language models perform so much better at scale."
0.466,1648.71,1653.18,And this is a fact that's also very relevant to a number of compression algorithms.
0.6457,1653.18,1661.59,"But the reason that these puzzles I've laid out make me feel a little sad, thinking about four-dimensional geometry, is that there's a difference between analysis and intuition."
0.8627,1661.59,1668.08,"You and I can stare at this tiling of rhombuses, squint our eyes, and somehow think of it as a stack of cubes."
0.7732,1668.08,1677.31,"If you've ever pondered spheres in their surface area, You have at least a chance for making this creative leap when you're faced with that puzzle about strips on a circle."
0.8551,1677.31,1685.2,"And in trying to prove that three points sit on a line, you and I can think about a line as an intersection of two planes in 3D space."
0.6796,1685.2,1691.65,"And that's not some opaque consequence of linear algebra, it's something we can really picture in our minds eye."
0.5911,1691.65,1699.31,All of the examples that I know of that use even higher dimensions to solve problems don't really involve intuition in quite the same way.
0.5188,1699.31,1708.59,"There might be an analogy with lower dimensions, and analogies can be kind of dangerous, but the line of reasoning ultimately has to be purely analysis."
0.1137,1708.59,1710.26,"Now to be clear, that's not a bad thing."
0.251,1710.26,1714.44,"Ultimately, all of the rigor in any argument you make has to come from analysis."
0.398,1714.44,1718.37,But analysis without intuition is daunting.
0.4821,1718.37,1726.34,The space of all possible logical moves you can make in the pursuit of a proof is often too vast to explore in a reasonable time.
0.3741,1726.34,1732.27,Intuition is what offers the guiding lights telling you which paths are worth trying.
0.4875,1732.27,1746.82,"What I'm jealous of, and a little bit sad about, is that there might be problems in three dimensions, where somehow squinting your eyes as a four dimensional creature, or even higher, would offer some guiding light that to you and me is inaccessible."
0.0044,1746.82,1755.71,"A quick note for those of you supporting on Patreon, or for those of you who have thought about maybe joining to support the channel?"
0.9048,1755.71,1765.29,"I made a quick bonus supplement video to this one showing two more puzzles that have the same vibe where there's a question in two dimensions, but the answer somehow involves three-dimensional thinking."
0.2882,1765.29,1769.17,"It's quick and casual, but I think you'll like the problems, so see the links below."
